epoch,energy,energy_std,grad_amp_before,grad_phi_before,grad_amp_after,grad_phi_after
255,-17.68221,6.1999907,278.16614,17.024105,3.6364908,3.9824338
256,-17.773493,5.9310446,273.9635,12.196577,3.5834959,3.9878366
257,-17.636454,5.9646654,256.21652,13.158697,3.7272384,4.1565166
258,-17.620176,5.9928837,258.37585,14.33061,3.4774866,4.0027685
259,-18.024075,5.77421,253.45306,9.9197855,3.330337,3.8217342
260,-17.624891,6.0086374,260.13498,13.786525,3.7040157,3.9256258
261,-17.839876,5.8025756,259.9246,9.415976,3.6833825,4.123631
262,-17.80472,6.004875,248.58615,14.325563,3.509218,4.1113596
263,-17.780792,6.110099,244.75163,16.928514,3.8737507,4.2592115
264,-17.7095,6.1291018,247.81033,14.84169,3.6086774,4.1020784
265,-18.133078,5.905541,227.95729,15.321134,3.6734972,4.039831
266,-17.902328,5.9010215,229.27255,13.665145,3.6814156,4.292178
267,-18.06924,5.877943,222.27107,12.16936,3.8869007,4.310054
268,-17.94298,6.2016754,231.57808,13.464463,4.001357,4.4249973
269,-18.079512,6.056327,223.15637,13.054383,3.69831,4.2708626
270,-18.073355,5.875585,218.32097,11.227027,3.7143235,4.0550494
271,-18.149124,5.9273767,205.06949,13.477221,3.5896742,4.1227665
272,-18.271936,6.208855,196.08234,16.948643,4.050557,4.4698668
273,-18.312853,6.078484,189.96497,12.430314,3.8521955,4.250584
274,-18.50418,6.0794177,183.21082,18.148453,3.8862836,4.2729573
275,-18.533129,6.0386553,173.13188,21.555458,4.075326,4.2528443
276,-18.450123,5.7728477,151.77487,9.772934,3.8441703,4.3336167
277,-18.311296,5.9500146,155.49837,12.613647,4.1271634,4.6487703
278,-18.5934,6.118991,148.46147,14.08602,4.3843102,4.6438704
279,-18.55302,5.6934547,141.54607,12.40502,4.0095005,4.2012377
280,-18.642084,6.284356,137.18008,15.552819,4.5174103,4.826933
281,-18.781073,6.155994,130.88004,12.220152,4.5131893,4.7401066
282,-18.76505,6.0264516,128.49164,13.111229,4.4588304,4.988788
283,-18.798042,6.056523,122.97824,10.949793,4.502797,4.856324
284,-18.869959,6.334266,118.981926,13.063076,4.492146,5.0152755
285,-19.05503,5.9497943,106.30619,13.290547,4.3497796,4.750938
286,-19.224997,6.3481865,100.58959,33.224308,4.5549183,5.137866
287,-19.026028,6.043246,83.47251,13.335728,4.633796,5.152005
288,-19.254412,6.2834773,85.57449,13.131821,4.7369156,5.22751
289,-19.149376,6.079119,78.31889,12.622919,4.7329683,5.011024
290,-19.37796,6.05649,63.954807,12.421712,4.455675,5.0626035
291,-19.705727,5.856351,65.36886,12.599597,4.474906,5.082338
292,-19.57514,5.8654428,61.078777,10.75932,4.374555,4.8496904
293,-19.76047,5.9036007,52.99596,14.715368,4.5429826,5.0841646
294,-19.77875,5.6242642,49.287403,10.938059,4.403912,4.969787
295,-19.897924,6.069949,49.275642,11.321676,4.8549905,5.30343
296,-20.01091,6.009823,49.164368,14.449486,4.653989,5.1627984
297,-20.143766,5.8459,38.714725,10.634995,4.6511083,5.0023985
298,-20.246168,5.7866716,38.276142,12.321759,4.8499804,5.3139443
299,-20.314972,5.8006516,31.229813,13.647897,4.362907,5.109491
300,-20.45702,5.4213557,27.2648,9.419332,4.1947165,4.70413
301,-20.602852,5.668207,27.54415,11.590903,4.6640196,4.965781
302,-20.50658,5.7262406,28.230173,10.725877,4.665381,4.8650146
303,-20.90534,5.476372,27.211273,8.232212,4.1457453,4.8569503
304,-20.871685,6.1455164,28.434029,12.92387,4.927688,5.1429834
305,-20.925543,5.6349716,23.644337,15.546691,4.4476666,4.850597
306,-21.073524,5.55783,20.092009,11.514533,4.4104104,4.7702394
307,-21.163952,5.1633224,17.728758,7.5507445,4.2402854,4.6620836
308,-21.189045,5.1865907,21.041132,7.003782,4.1186743,4.3921194
309,-21.25732,5.6270304,21.306267,18.875372,4.263263,4.794293
310,-21.287529,5.638488,20.55355,13.217806,4.457952,4.598234
311,-21.4285,5.269911,18.020067,9.829787,4.301402,4.670844
312,-21.420223,4.9551787,14.240062,9.114106,4.1225915,4.277804
313,-21.418468,5.0412874,16.834711,7.3955894,3.9756174,4.0475388
314,-21.428738,5.147191,14.255634,10.686608,4.0640984,4.43704
315,-21.76918,5.3143563,18.188808,9.675704,3.8281746,4.0544777
316,-21.7016,4.5436997,10.819576,6.6028943,3.490605,3.762555
317,-21.784958,4.7050905,12.946837,8.214279,3.4566014,3.890074
318,-21.745512,4.954402,12.998656,10.429402,3.9990766,4.3291154
319,-21.956953,4.6588216,12.017716,6.222781,3.6066036,3.7998347
320,-22.03607,4.7324657,14.958036,9.2682,3.1333997,3.6804345
321,-21.93713,4.6456323,14.088272,6.4569407,3.5953715,3.8650763
322,-22.07703,4.6776514,13.290792,8.814814,3.7509024,3.839004
323,-22.153376,4.3716936,12.456892,5.6960607,3.102893,3.5164285
324,-22.355696,4.3354816,12.302756,6.5211143,3.310407,3.61966
325,-22.228582,4.292477,11.416999,6.361751,3.0404418,3.395159
326,-22.327883,4.4142447,11.371037,6.5848303,3.4214482,3.6509743
327,-22.250586,4.257296,12.211396,6.308704,3.2540412,3.591766
328,-22.351236,4.0744176,10.93161,6.502625,2.850604,3.2233279
329,-22.434677,3.8862486,10.982088,4.1735463,2.7202837,3.1727111
330,-22.605927,3.8341558,10.44187,4.9303308,2.7654462,2.9531026
331,-22.65226,3.9039307,10.0784025,6.0224,2.7063558,3.0520952
332,-22.635754,4.0367503,12.442343,7.0098987,2.6736555,3.1706238
333,-22.698227,3.718236,10.471512,3.5031002,2.6047862,2.938124
334,-22.650473,3.6137009,11.568166,5.8784513,2.637219,2.8420408
335,-22.781742,3.5998747,10.154333,5.020846,2.5462084,2.8456898
336,-22.84937,3.5838823,9.876532,4.8294406,2.2735605,2.6915476
337,-22.776344,3.5138896,9.196365,3.7024837,2.5353856,2.700367
338,-22.876465,3.6777098,11.078353,7.383627,2.5476384,2.668583
