epoch,energy,energy_std,grad_amp_before,grad_phi_before,grad_amp_after,grad_phi_after
125,-7.961708,3.419814,10.196176,9.460397,2.3238354,3.0333223
126,-8.087082,3.6694822,11.784568,11.211531,2.441935,3.2142224
127,-8.126291,3.6037893,21.926346,19.270813,2.4557939,3.1436317
128,-8.256392,3.5032976,8.271284,9.384917,2.4348023,3.3329673
129,-8.191145,3.6089225,9.825519,7.735921,2.5719876,3.3353033
130,-8.276975,3.550736,9.887836,8.715297,2.4257302,3.1188385
131,-8.21011,3.6816337,9.0915,8.299854,2.7001479,3.3938015
132,-8.33534,3.6606388,10.933478,8.120135,2.6547377,3.2862475
133,-8.341128,3.6055596,9.789449,9.56981,2.61593,3.1924968
134,-8.382278,3.5286007,8.834719,8.800236,2.5928886,3.1908379
135,-8.317235,3.395796,8.851311,6.1412363,2.4578407,3.0843763
136,-8.308369,3.4160907,8.952614,6.2678614,2.3884053,3.0961924
137,-8.476048,3.4065647,7.579447,6.027493,2.4810631,3.2686737
138,-8.506494,3.4520683,9.075155,7.653292,2.5272095,3.1296403
139,-8.424709,3.5430145,8.743296,7.784234,2.5287654,3.2284026
140,-8.471362,3.56828,8.460964,7.0092244,2.5336282,3.1899831
141,-8.527916,3.5587585,9.040438,7.4316163,2.6009212,3.2131782
142,-8.492287,3.5095239,8.153608,6.490216,2.570538,3.1308997
143,-8.624737,3.3606868,7.771308,5.778356,2.3527367,3.0781932
144,-8.612453,3.4726238,8.2442665,6.759682,2.5067055,3.123657
145,-8.5715685,3.6989183,20.655119,16.839657,2.6736891,3.3018887
146,-8.641115,3.4970737,8.618659,7.160455,2.5535176,3.2188277
147,-8.734176,3.4446194,8.870307,6.578809,2.5062556,3.1102254
148,-8.748707,3.5058727,9.777454,9.800471,2.3742468,3.0264626
149,-8.611134,3.6427522,9.404251,8.3911295,2.7125378,3.205124
150,-8.763981,3.6458952,10.634568,9.5595875,2.653889,3.1945233
151,-8.805539,3.5097728,8.959927,9.46195,2.5511193,3.0752394
152,-8.846176,3.391076,7.618378,6.3144956,2.511405,3.0626113
153,-8.793388,3.6352677,10.859113,10.078234,2.5943985,3.2225952
154,-8.833877,3.3736591,8.246504,7.247085,2.4876308,2.9838564
155,-8.860135,3.5195444,9.5189705,10.024099,2.4861207,3.0503917
156,-8.945576,3.4875708,10.194542,7.584016,2.3876202,2.9833539
157,-8.991331,3.6206777,8.738329,7.812321,2.4567938,3.2357256
158,-9.066557,3.7875357,20.534353,17.312183,2.7242367,3.1098945
159,-9.021588,3.9494896,18.11265,38.736317,2.5342891,3.1299608
160,-8.931892,3.4925883,8.566739,8.737095,2.4450827,3.039659
161,-8.95768,3.6017172,11.288147,11.062138,2.5091672,3.040465
162,-8.990678,3.9077652,24.801992,21.423672,2.3684785,3.028348
163,-9.119455,3.3425179,7.8262568,5.75996,2.3902006,2.9364874
164,-9.123643,3.6976492,16.225662,21.208132,2.5279272,3.0296562
165,-9.165494,3.4465737,8.067707,8.2416315,2.399952,2.905677
166,-9.265479,3.502179,10.300921,8.849497,2.543243,3.0200906
167,-9.15983,3.4657047,10.544026,10.15741,2.439722,2.9687927
168,-9.21197,3.4017563,8.409225,8.352972,2.5402205,3.1168547
169,-9.334612,3.357421,8.011881,6.771772,2.4782798,2.9579613
170,-9.220699,3.5765536,8.247153,7.3442388,2.627262,3.133217
171,-9.32406,3.4210806,7.3868203,7.023549,2.510676,3.1470914
172,-9.357731,3.452466,9.440871,7.8958807,2.5213037,3.058034
173,-9.338808,3.3706295,8.720727,8.599793,2.4019067,2.770979
174,-9.3970375,3.3527071,7.1033463,7.0720053,2.4491386,2.932265
175,-9.485054,3.4366193,12.344995,11.017865,2.4808264,3.0642452
176,-9.460433,3.3063152,8.231721,6.9872556,2.3687572,2.786632
177,-9.562844,3.3795416,7.556796,7.179579,2.4780788,2.9497337
178,-9.603996,3.433423,12.72952,10.847906,2.3798714,2.860844
179,-9.393098,3.435814,9.500097,8.4170885,2.4528222,2.950195
180,-9.550102,3.5357263,9.326652,7.045731,2.5988252,3.140026
181,-9.67446,3.2333384,8.528346,6.8871837,2.357096,2.7207046
182,-9.537779,3.412525,7.3202167,8.032106,2.60839,3.0016177
183,-9.656818,3.3551323,8.147399,6.544409,2.3902092,2.7584345
184,-9.666391,3.3297842,7.696996,6.763825,2.5045278,2.9625466
185,-9.764296,3.5329251,9.531289,8.8435135,2.6601052,3.1225336
186,-9.764188,3.309376,7.6619415,6.284522,2.48826,2.9069405
187,-9.715079,3.2080636,8.179731,6.0001674,2.3486936,2.7045627
188,-9.742519,3.3474715,8.107383,7.1912026,2.4734273,2.9025087
189,-9.840051,3.2050123,8.588562,8.770825,2.2796876,2.6401093
190,-9.744245,3.2483156,10.935789,9.513235,2.2993639,2.6685395
191,-9.880102,3.3918428,7.797821,6.8077636,2.4426131,2.8227127
192,-9.961621,3.30636,8.465803,7.6379423,2.4316914,2.7095213
193,-9.790192,3.3952482,10.277973,9.770269,2.3902757,2.822741
194,-9.836887,3.2621274,7.998885,7.856073,2.2748966,2.720399
195,-9.837676,3.2109444,7.289979,5.8844285,2.2854435,2.8157184
196,-9.828082,3.2899551,8.329148,6.022042,2.3260744,2.6973548
197,-9.919796,3.330948,8.695868,8.398694,2.3521187,2.7032008
198,-10.008992,3.1593957,9.630013,9.1638,2.3619692,2.5961375
199,-10.107771,3.1802974,7.6522107,5.0584745,2.3958106,2.6736732
200,-10.015713,3.1862535,7.8638206,8.218368,2.1769426,2.5603034
201,-10.070147,3.2052338,7.5032845,6.226178,2.4182553,2.703387
202,-10.02611,3.2626324,7.8333573,8.074976,2.4411623,2.6279337
203,-10.074213,3.2452388,7.7540708,7.777134,2.3686388,2.7272117
204,-10.068336,3.2397304,8.529051,7.798523,2.3671544,2.622441
205,-10.178213,3.2260659,7.849484,7.9999566,2.253762,2.7171705
206,-10.083119,3.4473743,16.41836,17.21532,2.4048865,2.6998327
207,-10.14148,3.2324433,8.313475,7.5167127,2.4531262,2.733064
208,-10.090175,3.2764611,9.544112,7.1920156,2.4322975,2.7380292
209,-10.114458,3.0722854,8.404218,7.730088,2.2605286,2.4923997
210,-10.133353,3.328527,10.156002,8.546815,2.4133265,2.6850398
211,-10.119467,3.2415488,8.350722,7.2971582,2.2344418,2.6466086
212,-10.249251,3.179785,6.971159,7.36407,2.355242,2.6178374
213,-10.316676,3.3593156,9.870565,10.52483,2.4264953,2.761633
214,-10.310129,3.2232974,8.9968,9.958977,2.2687185,2.57179
215,-10.262328,3.2492256,8.826736,8.602061,2.2903073,2.631864
216,-10.199151,3.2980216,8.392121,7.277288,2.4762356,2.765513
217,-10.503778,3.123556,7.908117,7.019961,2.300284,2.5259798
218,-10.295261,3.161298,7.665803,10.047059,2.3240638,2.5092723
219,-10.400598,3.3404498,8.526316,8.964875,2.4228325,2.730135
220,-10.344434,3.1561644,8.018246,8.807245,2.3569834,2.5609252
221,-10.3069725,3.2179897,7.56148,7.0309534,2.1866155,2.5818942
222,-10.353379,3.2618728,8.837409,7.59415,2.4461777,2.663036
223,-10.385677,3.2516844,8.370995,9.940334,2.4180002,2.6198938
224,-10.4043455,3.1526306,8.022644,9.251059,2.3176322,2.5951993
225,-10.479037,3.1070077,7.884476,6.373316,2.2875926,2.5246043
226,-10.5171175,3.3259025,17.335949,20.514957,2.3204658,2.4302633
227,-10.521207,3.160498,8.376764,7.6511106,2.2444873,2.4786825
228,-10.530485,3.2736907,11.701989,13.254591,2.2997782,2.5485313
229,-10.4139,3.0929384,7.663762,7.1732054,2.2663138,2.4297352
230,-10.453317,3.219028,9.996535,9.718402,2.4328468,2.5902567
231,-10.565791,3.2237866,9.562663,9.418669,2.3553176,2.5906358
232,-10.574031,3.1816702,7.7999296,8.556289,2.3447309,2.598915
233,-10.583852,3.1553867,8.124577,7.646959,2.265548,2.4592667
234,-10.615902,3.2081223,8.679349,9.551293,2.3002894,2.4888387
235,-10.6329775,3.151437,8.350164,8.321003,2.3085427,2.4751184
236,-10.607694,3.2327082,8.961646,8.541451,2.224616,2.4669564
237,-10.692738,3.1349792,8.198881,7.7964163,2.3716383,2.5205066
238,-10.67227,3.0122547,7.0274644,7.2913985,2.2381861,2.405757
239,-10.72082,3.2037451,10.96981,12.644929,2.311319,2.5160873
240,-10.709033,3.1236053,11.076327,14.061242,2.1931853,2.3240077
241,-10.703666,3.118355,8.545679,9.931595,2.2516747,2.3745031
242,-10.811199,3.1077266,8.669624,8.5812435,2.211226,2.3307824
243,-10.68991,3.1673276,8.815855,7.796131,2.2987432,2.4691083
244,-10.737942,3.116575,7.7295976,6.541758,2.2626238,2.3150854
245,-10.67266,3.1621504,9.107165,7.6278477,2.2977705,2.3716235
246,-10.812954,3.0904179,8.004103,8.138541,2.268951,2.425429
247,-10.783749,3.1524823,9.076478,8.505766,2.259214,2.3971958
248,-10.766504,3.1320868,8.787716,9.728808,2.2178884,2.3699758
249,-10.920291,3.1409245,8.381477,6.216731,2.4149663,2.4168565
250,-10.870276,3.2570436,8.815048,10.099498,2.4580588,2.591878
251,-10.845274,4.094725,51.006374,54.817562,2.4449875,2.4004192
252,-10.774844,3.126312,7.762886,9.150315,2.2052293,2.186164
253,-10.836225,3.099357,9.054605,9.274972,2.2824807,2.3446364
254,-10.716618,3.2082424,9.528319,8.501198,2.3633564,2.412701
255,-10.754584,3.1805165,8.899402,8.873253,2.2023664,2.3735263
256,-10.961764,3.1429303,8.50253,9.795019,2.231339,2.306344
257,-10.976078,3.0773952,9.891871,8.202262,2.2566006,2.388241
258,-10.946563,3.0618668,8.709296,7.550743,2.1537287,2.2922924
259,-11.068591,3.0892553,8.212263,7.646878,2.2135477,2.3196235
260,-10.889639,3.1410778,9.09686,6.587363,2.2741368,2.3727515
261,-10.976114,3.3165956,9.100041,8.160439,2.5968301,2.5721173
262,-10.987176,3.069168,8.092381,7.670924,2.262062,2.2907026
263,-11.080022,2.9954543,8.015375,8.584875,2.1044252,2.1103241
264,-11.045604,3.2647963,12.274752,14.410293,2.2089565,2.2889369
265,-11.043405,3.0987809,7.815383,7.111533,2.2279403,2.285338
266,-11.039846,3.0932426,8.352301,11.104436,2.2385955,2.2419133
267,-11.0926895,3.1153665,9.190767,7.787754,2.3203561,2.3505664
268,-11.061904,3.1111581,8.576478,9.226503,2.0991852,2.198763
269,-11.129996,2.9775505,7.3471446,7.7298617,2.0944347,2.3029895
270,-11.139049,3.0805545,13.802593,10.0762205,2.126691,2.2217731
271,-11.215103,3.1803439,11.556731,10.652766,2.2372491,2.2610455
272,-11.249908,3.0741942,10.857882,12.383465,2.2000442,2.2181504
273,-11.220203,3.0458264,7.7904215,7.4374986,2.2048428,2.2012272
274,-11.137263,3.0534387,8.096533,8.685272,2.1491687,2.1726058
275,-11.047727,3.0768838,8.252285,11.804636,2.1849458,2.2396238
276,-11.232927,3.1238127,10.164129,11.133518,2.2242126,2.1964157
277,-11.287734,3.0966282,9.260747,10.264019,2.2100074,2.1186845
278,-11.26443,3.1009295,8.424984,8.050425,2.3146925,2.2814767
279,-11.321123,3.085391,9.284003,8.29503,2.224655,2.2463834
280,-11.301291,3.0405188,8.062614,7.4188056,2.1067522,2.1412754
281,-11.350774,2.9457843,7.8354297,5.854047,2.1046698,2.1001563
282,-11.353629,3.0391512,8.526751,8.192048,2.248034,2.080598
283,-11.367252,3.0270994,7.8024645,7.6926956,2.217437,2.1805897
284,-11.294873,3.2188547,12.256509,13.014184,2.3835623,2.2576733
285,-11.339574,3.1710882,8.555181,10.379075,2.3831577,2.2822156
286,-11.35501,3.0468667,8.284625,9.051951,2.1542184,2.1206207
287,-11.391906,3.0320003,8.711258,7.119815,2.0591583,2.0389857
288,-11.453341,3.0111117,9.394767,9.176614,2.1833649,2.0850146
289,-11.487062,3.108739,10.104361,11.408444,2.2462106,2.2197223
290,-11.36127,3.1508343,15.6193285,13.766374,2.0925815,2.122969
291,-11.441654,3.1047897,13.8803215,20.92309,2.1169007,1.9793786
292,-11.455701,3.1556864,10.862284,15.202058,2.2738965,2.238924
293,-11.485743,3.0231805,8.48368,8.924387,2.2131603,2.2005844
294,-11.5682125,3.1644604,9.363594,10.654689,2.3003938,2.1515658
295,-11.526316,3.036676,8.923136,10.627321,2.1615722,2.1208048
296,-11.6211195,3.0030084,8.299174,8.663966,2.1763496,2.080865
297,-11.502323,2.9945874,8.517092,9.1935,2.0658507,2.0107856
298,-11.563379,3.1310322,9.454126,10.16886,2.3143046,2.1208773
299,-11.561791,2.9848232,9.0119295,8.383173,2.2280881,2.1334608
300,-11.550006,3.0705743,7.5149684,7.774549,2.3530142,2.205295
301,-11.680247,3.0123172,9.129783,10.166147,2.1868675,2.0246277
302,-11.71181,2.9886627,8.935361,10.568991,2.1496043,1.9806927
303,-11.605108,3.090245,9.659236,14.498707,2.1988542,2.0773473
304,-11.71504,3.118913,10.948766,13.667385,2.316487,2.0980358
305,-11.704195,3.0100992,8.535698,8.39063,2.2333572,2.0103283
306,-11.677347,3.0874481,9.16945,7.84847,2.230995,2.1753082
307,-11.668331,3.0324717,8.899945,9.474618,2.211744,2.0282757
308,-11.769283,3.0462005,8.567539,8.062492,2.2553585,2.0676124
309,-11.710732,3.081166,8.791848,11.580406,2.2263458,2.0531008
310,-11.729783,3.080105,9.799058,9.793184,2.190848,2.0228856
311,-11.803152,3.147868,10.959721,9.632472,2.2114716,2.0372703
312,-11.763207,2.9506087,8.011501,9.251042,2.118125,1.9371954
313,-11.786981,2.969591,8.0800495,7.2886243,2.191423,2.0332248
314,-11.887783,3.1195736,9.442224,12.339161,2.23112,2.0929291
315,-11.909455,3.1368918,9.871406,11.494583,2.2699838,2.1920812
316,-11.749027,2.9797177,8.035786,9.591457,2.118668,2.0163364
317,-11.929917,3.0081542,9.004575,6.7879515,2.2148862,2.0626833
318,-11.909779,3.067417,8.795575,8.6005335,2.2807758,2.057568
319,-12.07344,3.0856452,8.176617,9.790951,2.3719175,2.1528614
320,-11.875322,3.1068492,8.99823,12.286817,2.1088514,2.0691488
321,-11.865508,3.0852098,9.785129,11.224245,2.2484224,2.101554
322,-11.906393,3.0599992,9.042832,8.413616,2.2272444,2.0793219
323,-11.989173,2.996478,8.15985,9.960552,2.264443,2.0616815
324,-11.968901,3.1705897,10.670867,14.106147,2.213132,2.084509
325,-11.987348,2.9349542,8.687708,8.536385,2.1412137,1.8969735
326,-11.939121,3.0813,7.871042,8.0736065,2.154476,1.9260042
327,-12.026054,3.2498698,24.220428,27.371546,2.1410663,2.0208833
328,-12.030162,3.1561446,10.55866,13.521973,2.2566519,2.0141346
329,-12.018891,3.0241697,8.349939,8.067727,2.1601493,1.9250307
330,-12.092589,3.1630826,9.362694,9.669115,2.3896446,2.071265
331,-12.14002,2.9808755,8.627402,8.630068,2.1696966,1.8534939
332,-12.155793,2.9945452,8.194796,8.659859,2.007375,1.8867158
333,-12.136334,2.9910152,7.820115,7.413873,2.2109628,1.9144661
334,-12.192385,3.0498478,9.088102,8.788252,2.1473587,1.914915
335,-12.258123,3.1653986,12.026403,29.498732,2.2492611,2.007608
336,-12.180566,2.952461,8.7913065,12.728466,2.0461438,1.891425
337,-12.174538,3.1772854,9.136148,12.217744,2.3164632,2.1334488
338,-12.2846575,3.0593343,9.350759,9.299072,2.2129135,1.8989087
339,-12.304408,3.051163,9.030333,8.270598,2.200695,1.9798735
340,-12.364554,3.0154946,9.156135,7.9752803,2.0568724,1.858495
341,-12.338455,3.0279114,9.49548,7.9639583,2.208056,1.9877726
342,-12.303389,3.0034218,8.725197,9.125996,2.0503786,1.9009137
343,-12.449662,2.9427807,8.004385,7.3035693,2.125365,1.9062243
344,-12.441797,3.1969688,9.996722,11.647483,2.2763476,2.061308
345,-12.526758,3.2373595,14.964115,15.12543,2.213935,1.9546119
346,-12.488229,3.0706558,8.889335,8.392793,2.1976423,1.9378883
347,-12.530872,2.988224,8.927206,8.637959,2.1576605,1.8752542
348,-12.53956,3.0236123,8.356261,10.179301,2.1628652,1.9116937
349,-12.636905,3.0134063,8.689681,6.4236083,2.1893435,1.9394261
350,-12.613119,2.991355,9.92024,11.587025,2.0684764,1.8171219
351,-12.517813,3.1863134,11.361529,13.339922,2.1810093,2.015833
352,-12.669905,3.0442054,7.975702,10.20766,2.1137166,1.8841237
353,-12.703222,3.0430338,8.751513,10.802708,2.0614498,1.7840339
354,-12.788961,3.171,9.793909,20.667799,2.1558475,1.8905311
355,-12.763633,3.0274289,9.167792,10.197439,2.10706,1.8487746
356,-12.837449,2.9861748,9.009465,9.175892,2.0855818,1.841343
357,-12.71082,3.0238621,9.046822,9.10996,2.0470638,1.8958395
358,-12.843,3.1269255,10.551347,11.873311,2.2542486,1.9791328
359,-12.83954,3.10394,11.054613,9.23933,2.1726036,1.854439
360,-12.861949,3.1378837,9.22868,11.257575,2.1860645,1.9956324
361,-12.942441,3.0632172,8.820669,7.937035,2.2349758,1.8896192
362,-13.038483,3.1432621,10.177913,13.045027,1.9763402,1.7793149
363,-13.161584,3.0874975,12.153171,13.620791,1.9638578,1.6508139
364,-13.116473,2.9646642,8.865734,7.972458,2.118109,1.8317337
365,-13.107677,3.320778,13.495822,25.48315,2.2247195,1.9257473
366,-13.1726465,3.0462537,10.42577,14.5686455,2.1188257,1.7612988
367,-13.010189,3.0184398,10.068053,8.453853,2.0349996,1.7229434
368,-13.2292385,3.0772388,10.35391,10.520774,2.1202073,1.8576529
369,-13.2685375,2.965917,8.901588,7.902685,2.115567,1.733686
370,-13.342093,3.0665443,10.825169,10.555778,2.23569,1.8187528
371,-13.222695,3.1898272,10.4227915,10.356654,2.1277716,1.8401668
372,-13.299756,2.9802113,10.811651,8.092014,1.9703826,1.676194
373,-13.372711,3.0447807,10.714978,10.55722,2.0135188,1.8101003
374,-13.345776,3.0652459,11.209407,9.492843,2.0437074,1.6857747
375,-13.456146,2.991402,10.404332,10.342424,2.0774114,1.7033807
376,-13.473148,3.0249236,12.97735,24.447716,2.070554,1.6230199
377,-13.596738,2.9355898,10.114304,9.397739,1.9186704,1.6397634
378,-13.58592,2.9179714,8.678454,8.729512,1.9964368,1.7106997
