epoch,energy,energy_std,grad_amp_before,grad_phi_before,grad_amp_after,grad_phi_after
0,2.2022984,4.304271,13.902356,11.24847,2.8491242,3.8234243
1,1.8191878,4.4468417,15.472592,12.12762,2.8061664,3.9607692
2,1.365086,4.5545697,26.498312,43.435154,2.9797792,3.9412951
3,1.0916461,4.3180947,14.378559,12.698243,2.86062,3.7449815
4,0.73356223,4.25683,15.363515,12.056563,2.764116,3.729271
5,0.38654083,4.1507306,13.681614,12.060422,2.702533,3.7123976
6,0.21150964,4.0322204,13.620032,10.721886,2.5387275,3.510632
7,-0.06914629,4.102439,15.532028,13.064415,2.4850528,3.511666
8,-0.51391786,3.9545279,14.534836,8.497552,2.5801687,3.5250375
9,-0.5199061,3.7727518,13.661364,8.216591,2.3773837,3.2949505
10,-0.6810897,3.9535217,14.218738,8.711302,2.5175378,3.4586997
11,-1.041571,3.9240448,14.045577,9.28574,2.626749,3.4788575
12,-1.1762861,3.960309,15.458904,10.005728,2.5318089,3.434048
13,-1.3694766,4.0009546,15.778329,8.062197,2.473981,3.4548264
14,-1.4985999,3.9951324,15.408535,13.543234,2.464023,3.381
15,-1.6568897,4.0512786,16.790934,9.984325,2.4772933,3.443178
16,-1.8410037,3.8753805,15.36008,11.216041,2.3993409,3.2783194
17,-1.9555207,3.8240654,16.35777,9.131792,2.4036167,3.2480447
18,-2.2246583,3.988354,16.220427,9.905848,2.4981234,3.412413
19,-2.2466567,3.9693081,17.42037,9.919024,2.4326167,3.3275728
20,-2.3345869,3.902229,15.165437,9.236375,2.5327044,3.343994
21,-2.4402335,3.9590485,16.709747,8.705799,2.5312648,3.3530447
22,-2.5929317,3.7715259,15.467657,7.2160707,2.4044075,3.27597
23,-2.736198,3.9125636,16.82112,8.95881,2.4746838,3.3320067
24,-2.6888168,3.8921423,16.68992,8.585796,2.4102578,3.358898
25,-2.943259,3.9374037,16.457535,9.665485,2.5147834,3.2594342
26,-2.926359,3.8589973,15.284297,7.121125,2.5241234,3.5029323
27,-3.2507493,4.0697436,17.905872,10.865392,2.5251915,3.38204
28,-3.1479843,3.8876557,16.330452,7.7912536,2.4968917,3.3924403
29,-3.3569078,3.934831,17.644964,7.978827,2.5001817,3.3119743
30,-3.4084144,4.05138,17.85195,11.189057,2.4861014,3.387228
31,-3.5555627,3.884895,17.823236,7.7800927,2.3837168,3.3603053
32,-3.5123446,4.1403127,20.89009,12.48083,2.5974433,3.46715
33,-3.9350317,3.947969,19.743544,7.7850575,2.5088787,3.3064604
34,-3.8217895,3.8776844,16.598005,7.5426755,2.4293609,3.3119757
35,-4.0306473,4.385291,23.51137,13.808186,2.9107378,3.7140446
36,-4.1173244,3.9284074,18.817427,7.9785714,2.4327252,3.3364213
37,-4.234238,4.035708,20.651266,9.797674,2.5579011,3.522261
38,-4.2540226,4.141806,21.677824,10.134659,2.576699,3.5414073
39,-4.362594,4.129535,20.804338,12.949936,2.63339,3.5622663
40,-4.573205,4.183628,22.364925,13.204724,2.513714,3.4198358
41,-4.601455,4.0388045,21.21276,10.657059,2.5078268,3.3818734
42,-4.8205595,4.1371593,20.372086,13.825339,2.5299745,3.4053836
43,-4.8586364,4.0459065,23.024643,7.393768,2.5070467,3.4208953
44,-4.888769,4.1041775,22.68809,10.12486,2.544309,3.4759455
45,-5.03247,4.022252,22.85004,8.39523,2.560987,3.4915915
46,-5.058002,3.994961,22.627579,7.8356524,2.5034044,3.373948
47,-5.0711904,4.13156,22.398472,11.644243,2.4623232,3.3204663
48,-5.391873,3.9919426,22.927279,8.232332,2.4891148,3.3679466
49,-5.4946165,4.207045,27.769083,7.8255014,2.7712834,3.6181307
50,-5.5641837,4.1290913,26.366194,10.567854,2.5441828,3.4469438
51,-5.590931,4.0392213,27.470266,8.671116,2.41305,3.3159168
52,-5.832156,3.98656,23.924519,7.04158,2.6452324,3.654854
53,-5.822223,4.031342,23.841644,8.600631,2.5165992,3.4790897
54,-5.943663,4.1181116,24.837423,8.065025,2.6227067,3.5163653
55,-6.0115337,4.179813,28.746479,11.0446,2.565814,3.474696
56,-6.0980263,4.008488,26.092451,8.288967,2.4794254,3.3493657
57,-6.1753836,4.0384994,22.088732,8.287223,2.546833,3.513613
58,-6.2162843,4.2126164,26.381468,9.965533,2.6056082,3.5271416
59,-6.241395,4.163078,30.404774,9.704252,2.6624444,3.5154276
60,-6.5353546,4.128544,33.21033,8.673334,2.5591676,3.4520774
61,-6.4586744,4.193686,25.143278,8.593885,2.716333,3.6497815
62,-6.6198235,4.215859,31.538984,9.3440695,2.7283332,3.651479
63,-6.683536,4.1687026,28.04766,10.763208,2.5674856,3.505644
64,-6.8048525,4.112017,25.466808,8.953902,2.5748491,3.4909623
65,-6.876066,4.3340673,39.069885,38.109016,2.5914307,3.4296427
66,-6.999674,4.218213,31.905888,8.5953665,2.7744455,3.679496
67,-6.9959292,4.1488757,27.457996,13.348016,2.6998973,3.563856
68,-7.1415253,4.1954055,29.93812,8.506989,2.6818979,3.58999
