epoch,energy,energy_std,grad_amp_before,grad_phi_before,grad_amp_after,grad_phi_after,learning_rate
0,17.420076,2.0744917,9.369672,0.8405845,0.47829026,1.760956,0.04
1,17.23136,2.1640959,10.612507,0.94829994,0.47526562,1.8797736,0.049999997
2,17.167727,2.2865956,10.937647,1.1992497,0.49490845,2.1742525,0.062499996
3,16.931309,2.4856038,11.771897,1.6488355,0.49343982,2.5964298,0.07812499
4,16.454714,2.88939,12.881234,2.7388709,0.5258663,3.4003272,0.09765624
5,15.328518,3.521487,14.617232,4.8463173,0.6042876,4.5446444,0.122070305
6,12.2258835,4.39302,16.565063,8.421621,0.83948237,5.384369,0.15258788
7,5.840053,4.968628,19.278831,9.882931,1.1635101,4.864195,0.19073485
8,-0.0883497,4.3449154,20.11731,5.073537,1.091885,2.5640392,0.2
9,-1.744206,4.1186004,20.798666,4.174072,1.0107317,2.1155171,0.2
10,-2.644729,4.127433,22.092552,3.644929,1.0526533,1.9256798,0.2
11,-3.295831,4.0029106,19.829367,3.412565,1.000822,1.8983309,0.2
12,-4.069244,4.070925,21.082775,3.9801753,1.048705,1.8988336,0.2
13,-4.742768,4.137108,21.39511,3.85874,1.0705136,1.9922713,0.2
14,-5.459496,4.1795173,22.7665,2.850344,1.0660173,2.0228949,0.2
15,-5.9811234,4.3686585,23.219322,2.5698917,1.1981224,2.0451825,0.2
16,-6.457905,4.27898,21.541367,3.7260847,1.1790297,1.9763628,0.2
17,-7.2754173,4.524537,22.668062,3.7012231,1.2955793,1.8997986,0.2
18,-7.7813077,4.683369,27.731964,3.211785,1.3392494,1.8748207,0.2
19,-8.4731045,4.8499885,23.73598,4.331936,1.4227096,2.0658946,0.2
20,-9.266334,4.8880763,21.725594,4.254208,1.4753565,2.0413244,0.2
21,-9.809133,5.1234097,21.117441,4.712478,1.6050223,2.4077022,0.2
22,-10.463142,5.366585,20.73243,4.3694825,1.6914359,2.1782808,0.2
23,-10.990297,5.5688987,21.0972,4.2663136,1.7307371,2.5061505,0.2
24,-11.532264,5.605505,21.421967,5.498401,1.8242824,2.5108967,0.2
25,-12.25863,6.0412917,21.155815,5.4837017,1.9927814,2.6189423,0.2
26,-12.2766,6.4552383,21.351933,5.023267,2.191805,2.6668453,0.2
27,-13.115506,6.509329,21.603453,4.735216,2.196227,2.604838,0.2
28,-13.729894,6.7019515,27.545126,7.0519547,2.2645125,2.535304,0.2
29,-13.98652,6.9104457,22.92248,6.3850193,2.3891022,2.5616786,0.2
30,-14.825203,7.0160933,21.705029,6.2683625,2.4576368,2.5993464,0.2
31,-15.038235,7.125031,19.929441,4.955593,2.4855754,2.9365866,0.2
32,-15.392277,7.1590595,18.949348,4.954971,2.571951,2.5641656,0.2
33,-15.621985,7.431593,21.332611,7.311474,2.6115847,2.860736,0.2
34,-16.19557,7.4505367,22.095774,6.9257703,2.6027603,2.9815922,0.2
35,-16.665709,7.5753403,23.626722,5.9343376,2.7097154,3.3149893,0.2
36,-17.538128,7.5459256,17.62956,9.284079,2.7112916,3.4636347,0.2
37,-18.323273,7.600793,21.445988,7.986806,2.611541,3.7790444,0.2
38,-19.42511,7.04561,22.330727,10.971317,2.3551717,4.0552444,0.2
39,-20.688545,6.36988,20.92959,12.932526,2.0058758,4.3365626,0.2
40,-22.024422,4.5542717,17.350218,21.404972,0.9211348,4.783837,0.1669539
