epoch,energy,energy_std,grad_amp_before,grad_phi_before,grad_amp_after,grad_phi_after,learning_rate
0,0.8446809,3.8997247,14.852576,3.2893226,1.0914794,0.31206727,0.01
1,0.812631,3.9006054,14.654881,3.348929,1.0919988,0.31753242,0.01
2,0.8600891,3.8340783,14.833689,3.0308719,1.0696353,0.2880954,0.01
3,0.81274724,3.8115857,14.506426,3.0690105,1.073889,0.29478168,0.01
4,0.8153027,3.827228,14.616009,3.1422517,1.0711557,0.29588398,0.01
5,0.6854193,3.868958,14.846687,3.1788054,1.0794078,0.30508342,0.01
6,0.6829574,3.7930913,14.709938,3.0248816,1.0617127,0.29157606,0.01
7,0.6666586,3.888086,15.261124,3.195842,1.0833768,0.30812734,0.01
8,0.6581634,3.880767,15.14157,3.2273939,1.0838107,0.30772644,0.01
9,0.6026099,3.876553,15.362593,3.2031133,1.0704758,0.3063598,0.01
10,0.5877362,3.8775685,15.259731,3.2000825,1.0749487,0.3059163,0.01
11,0.62731373,3.8934019,15.538845,3.2431293,1.0758495,0.30868948,0.01
12,0.53382343,3.838571,15.291555,3.1702828,1.0660638,0.30322722,0.01
13,0.49996093,3.861517,15.926867,3.080926,1.0726229,0.29971126,0.01
14,0.4349188,3.9401553,16.437243,3.262702,1.0872238,0.31443393,0.01
15,0.39338416,3.969502,17.01726,3.3310719,1.0939525,0.32437587,0.01
16,0.33280027,3.9472942,16.994184,3.2331698,1.0978312,0.31625926,0.01
17,0.33987603,3.8781295,17.284037,3.1421247,1.074323,0.3107877,0.01
18,0.321379,3.9659052,17.46542,3.3135326,1.1043701,0.33102638,0.01
19,0.23603527,3.8839984,18.486013,3.153055,1.0803365,0.3164812,0.01
20,0.2595663,3.890517,18.669384,3.1453714,1.080919,0.3140524,0.01
21,0.120792694,3.886546,18.609814,3.1710668,1.0736207,0.31358275,0.01
22,0.24339536,3.8952918,18.527035,3.1800168,1.0858054,0.32332563,0.01
23,0.08350578,3.9288604,19.380928,3.2561615,1.0938154,0.32783353,0.01
24,0.09636266,3.9196749,20.570007,3.2381694,1.0929422,0.33279783,0.01
25,0.16548876,3.886174,20.064653,3.1685798,1.0807363,0.32851142,0.01
26,0.09867041,3.8622851,20.194143,3.1704543,1.073644,0.32362917,0.01
27,0.04841625,3.8989413,20.23573,3.258018,1.0957171,0.33997256,0.01
28,-0.03409478,3.8887436,21.907976,3.0946753,1.0802696,0.32463992,0.01
29,-0.03732963,3.9604251,22.288673,3.373789,1.0981846,0.34933674,0.01
30,-0.098199,3.8330562,21.415813,3.0847816,1.0846044,0.33018264,0.01
31,-0.19771485,3.888227,23.545126,3.126954,1.0956573,0.33988634,0.01
32,-0.16181256,3.8379064,24.082129,3.0499926,1.0736006,0.32716906,0.01
33,-0.27145332,3.8686426,23.489412,3.1820726,1.0925328,0.35023344,0.01
34,-0.25226623,3.8493955,24.939451,3.0701282,1.0913316,0.3412497,0.01
35,-0.28019047,3.804406,25.51745,3.0064027,1.086954,0.34300724,0.01
36,-0.39121002,3.8812437,25.762592,3.2195642,1.1104155,0.36620167,0.01
37,-0.44385546,3.8492966,25.862358,3.1221015,1.1120616,0.3650597,0.01
38,-0.45302126,3.8708973,25.997883,3.178656,1.1128945,0.3672967,0.01
39,-0.57695985,3.8999524,26.704536,3.2937498,1.1240312,0.38786346,0.01
40,-0.44561037,3.9067402,27.901327,3.235426,1.1314545,0.37908176,0.01
41,-0.47935414,3.8832738,29.93108,3.14101,1.1304787,0.3813791,0.01
42,-0.5625058,3.823421,28.261465,3.0889022,1.1182534,0.37794682,0.01
43,-0.6019339,3.9111905,29.021189,3.1296387,1.1458029,0.39229083,0.01
44,-0.66421604,3.9272258,31.30255,3.2039344,1.1477581,0.3999366,0.01
45,-0.7284054,3.8616085,31.085453,3.1690798,1.1400393,0.4043007,0.01
46,-0.73119605,3.920525,32.241074,3.1384492,1.1385916,0.39259443,0.01
47,-0.75991786,3.8427684,30.108154,3.1031108,1.1418152,0.39178157,0.01
48,-0.7824664,3.951369,33.65818,3.2343683,1.1774262,0.43034017,0.01
49,-1.0399489,3.9311874,34.09839,3.273597,1.1860794,0.4483947,0.01
50,-0.93577516,3.9329011,35.49693,3.2827387,1.1984601,0.44933775,0.01
51,-1.0409539,3.9624393,35.199455,3.2822955,1.1860598,0.44320363,0.01
52,-0.95217544,3.9728203,33.957497,3.360085,1.2086861,0.46577853,0.01
53,-1.0863736,3.9151263,35.054413,3.28297,1.192634,0.45536047,0.01
54,-1.073934,3.828134,33.089977,3.0454254,1.1949799,0.4493281,0.01
55,-1.2183329,3.967082,36.090767,3.274658,1.2328416,0.47942773,0.01
56,-1.124784,3.9496908,37.171608,3.2110713,1.2113513,0.45876598,0.01
57,-1.262032,3.8804996,37.762787,3.1850166,1.2284201,0.4903149,0.01
58,-1.3447932,3.8741064,36.246166,3.1302593,1.2144994,0.4733497,0.01
59,-1.3795844,3.92661,37.043087,3.2603667,1.259929,0.50484693,0.01
60,-1.4265866,3.9267113,39.48876,3.1417985,1.2491914,0.49810907,0.01
61,-1.4048395,3.9317024,38.092148,3.1866155,1.2575039,0.5088782,0.01
62,-1.4597918,3.986114,40.832626,3.328701,1.2867476,0.55878043,0.01
63,-1.5813805,3.8208826,36.779545,3.073842,1.2687856,0.52330166,0.01
64,-1.5969266,3.9501452,39.44352,3.2230935,1.2991607,0.5475226,0.01
65,-1.5819596,3.8694437,37.12745,3.1995502,1.293862,0.5456969,0.01
66,-1.651338,3.8991625,38.385155,3.2092187,1.3235866,0.56443566,0.01
67,-1.7896532,3.8625474,39.675148,3.1557605,1.329186,0.5664742,0.01
68,-1.8104328,3.8625245,38.938847,3.0550601,1.321191,0.5593226,0.01
69,-1.9643033,3.883448,38.96726,3.1817195,1.3561049,0.60794,0.01
70,-1.8971821,3.873952,40.949833,3.1154783,1.3561157,0.59830004,0.01
71,-1.9487942,3.880489,36.47785,3.2289007,1.3731359,0.61239034,0.01
72,-2.0486305,3.936623,42.13824,3.2045262,1.3785124,0.63038325,0.01
73,-2.2081428,3.8959072,40.90971,3.2942386,1.4158641,0.6931179,0.01
74,-2.1836123,3.8255239,38.466187,3.1283412,1.3956813,0.64918166,0.01
75,-2.357409,3.8200576,38.64975,3.1040275,1.4033841,0.67028815,0.01
76,-2.3848765,3.9401314,45.566296,3.2769103,1.4287518,0.71772844,0.01
77,-2.4111025,3.922018,44.094242,3.2058017,1.4283218,0.6858548,0.01
78,-2.5604715,3.861977,38.15735,3.1715052,1.4382833,0.6978388,0.01
79,-2.5098314,3.8029757,41.928173,3.0178103,1.444015,0.6849636,0.01
80,-2.5466363,3.8516812,42.407547,3.1534941,1.4728221,0.74955916,0.01
81,-2.5644512,3.880584,43.755432,3.1725414,1.4696544,0.7603838,0.01
82,-2.7264884,3.885789,41.402462,3.2422078,1.5192822,0.81456506,0.01
83,-2.7086987,3.921428,45.223553,3.2034402,1.5390671,0.8143476,0.01
84,-2.8706894,3.8724077,40.401516,3.2415824,1.5119524,0.81390905,0.01
85,-3.0188024,3.8222542,41.96192,3.0591676,1.5400758,0.797051,0.01
86,-3.0098383,3.8598754,43.70301,3.1780694,1.5362464,0.8229419,0.01
87,-3.0193672,3.772583,39.827576,3.1001296,1.5330124,0.81564045,0.01
88,-3.1898422,3.8038507,45.49764,3.0618815,1.5575967,0.8352629,0.01
89,-3.1877563,3.9671314,49.71823,3.2162044,1.5907164,0.87229574,0.01
90,-3.2954504,3.8485641,41.1866,3.2291439,1.5632019,0.8553685,0.01
91,-3.3074443,3.887987,47.904823,3.1721928,1.5944195,0.88736814,0.01
92,-3.3624024,3.818675,45.210403,3.00425,1.5915787,0.8573251,0.01
93,-3.2874599,3.827892,42.2265,3.0535567,1.6169416,0.8818108,0.01
94,-3.523535,3.8231459,46.227985,3.0615563,1.636149,0.91688114,0.01
95,-3.7335107,3.8416872,48.598804,3.0257514,1.636924,0.9212274,0.01
96,-3.6942153,3.8116732,49.7631,2.978397,1.6249723,0.8907178,0.01
97,-3.6606884,3.8544683,44.509476,3.202322,1.641162,0.92464626,0.01
98,-3.9173384,3.8808048,49.963844,3.1333358,1.6395445,0.9283406,0.01
99,-3.9130287,3.727924,39.645706,3.0246005,1.6533859,0.9365147,0.01
100,-4.0128546,3.837519,40.24712,3.1398058,1.6838974,0.97299194,0.01
101,-4.1574483,3.8084695,48.869774,3.143085,1.6921469,0.96081287,0.01
102,-4.156174,3.8672726,47.153847,3.1856527,1.7001224,1.0101821,0.01
103,-4.2327547,3.7236385,45.343372,2.854167,1.7040077,0.9935155,0.01
104,-4.2425604,3.8501554,45.783745,3.047765,1.722311,1.0043131,0.01
105,-4.4298654,3.7862513,46.916965,3.0571015,1.7380289,1.0489229,0.01
106,-4.5696697,3.792123,50.00487,2.9757676,1.7301143,1.0512153,0.01
107,-4.586204,3.8288023,45.046368,3.07356,1.767834,1.0898403,0.01
108,-4.750849,3.7667603,47.153515,3.0405958,1.7839332,1.1009955,0.01
109,-4.6740093,3.9009821,53.624847,3.1189187,1.7812456,1.1040982,0.01
110,-4.883018,3.7495615,51.116795,2.901241,1.7450318,1.0700122,0.01
111,-4.7449217,3.8143475,46.990513,2.988676,1.7836705,1.0716789,0.01
112,-4.9795637,3.791525,46.13098,2.9414575,1.7667966,1.0179199,0.01
113,-5.101111,3.7573318,46.83223,3.0672302,1.7638067,1.1494778,0.01
114,-5.0792527,3.8423548,47.047844,3.0937262,1.8144906,1.1823083,0.01
115,-5.1925693,3.788457,46.54407,3.0113344,1.7829248,1.1060065,0.01
116,-5.288908,3.714984,47.727657,2.839655,1.7869,1.0594529,0.01
117,-5.363384,3.7559092,47.449635,2.9791343,1.8518307,1.1194199,0.01
118,-5.5096846,3.8413005,49.62069,2.993817,1.8213158,1.1138494,0.01
119,-5.5600023,3.6839519,48.848938,2.6799724,1.8273727,1.0724072,0.01
120,-5.6391845,3.7869897,47.827377,3.013172,1.8430635,1.1591967,0.01
121,-5.7230206,3.823154,51.635513,3.0891335,1.8725027,1.2015355,0.01
122,-5.82881,3.7380347,49.760075,2.9568765,1.8041905,1.1562417,0.01
123,-5.937417,3.7453382,50.664837,2.9360485,1.8536599,1.1339006,0.01
124,-6.039614,3.7093875,48.72653,2.8766122,1.8671626,1.1414672,0.01
125,-6.1004972,3.612501,46.561523,2.6940248,1.8487242,1.0903249,0.01
126,-6.1010838,3.6946657,46.345078,2.9189599,1.8808074,1.1071296,0.01
127,-6.254629,3.726138,52.54723,2.8152075,1.8919576,1.1586102,0.01
128,-6.324585,3.7772,52.713192,3.0303779,1.8616035,1.2305018,0.01
129,-6.3436375,3.7299254,53.414143,2.885539,1.8699737,1.1390857,0.01
130,-6.539947,3.7722132,55.743706,2.8869772,1.9318101,1.1591285,0.01
131,-6.640413,3.7185254,47.885254,2.8960848,1.8709313,1.1933138,0.01
132,-6.6578097,3.6904216,49.555202,2.828354,1.8945723,1.188509,0.01
133,-6.7698536,3.647178,49.584843,2.8867526,1.9180162,1.2296802,0.01
134,-6.793253,3.697447,51.621788,2.7985024,1.913975,1.1616673,0.01
135,-6.8647866,3.638736,45.628883,2.7254322,1.9635072,1.092685,0.01
136,-7.0022016,3.730636,56.288357,2.9548326,1.9199932,1.1791561,0.01
137,-6.9564533,3.6306226,47.167316,2.8089237,1.9734014,1.1625726,0.01
138,-7.01486,3.64136,47.89521,2.7426257,1.935631,1.1533405,0.01
139,-7.1361094,3.620766,44.930088,2.8223372,1.9990252,1.2062963,0.01
140,-7.2770185,3.623032,45.553722,2.7692535,1.9854358,1.1913422,0.01
141,-7.512742,3.6394832,59.250374,2.647096,1.9593849,1.1550721,0.01
