lepoch,energy,energy_std,learning_rate
594,-24.410492,0.24729915,0.12498623
595,-24.422422,0.25977924,0.15
596,-24.422356,0.32010385,0.046658527
597,-24.414585,0.2629668,0.03980762
598,-24.416801,0.25893256,0.049759526
599,-24.40918,0.25655967,0.062199406
600,-24.412298,0.25484437,0.07774926
601,-24.418383,0.24163048,0.09718657
602,-24.416187,0.2528665,0.121483214
603,-24.410744,0.26056045,0.15
604,-24.417927,0.29695332,0.06258172
605,-24.426348,0.26735002,0.034200404
606,-24.421474,0.24565059,0.042750504
607,-24.413599,0.24794018,0.05343813
608,-24.42177,0.2562411,0.066797666
609,-24.420996,0.24818626,0.083497085
610,-24.424898,0.23975949,0.104371354
611,-24.41723,0.24852292,0.1304642
612,-24.419754,0.2628232,0.15
613,-24.411983,0.28594556,0.084906854
614,-24.419674,0.29591238,0.03543656
615,-24.430567,0.25930184,0.0442957
616,-24.423399,0.25936866,0.055369623
617,-24.42292,0.25947192,0.06921203
618,-24.412119,0.2528231,0.08651503
619,-24.424635,0.24734478,0.10814379
620,-24.424805,0.25078717,0.13517974
621,-24.410988,0.26204416,0.15
622,-24.425846,0.25993752,0.12498837
623,-24.401703,0.32734656,0.039873518
624,-24.415329,0.26163527,0.049841896
625,-24.418703,0.25379026,0.06230237
626,-24.416452,0.2455659,0.07787796
627,-24.41854,0.253713,0.09734745
628,-24.414652,0.25726396,0.12168431
629,-24.414402,0.25582093,0.15
630,-24.416456,0.26640722,0.14164276
631,-24.426723,0.30071515,0.06237576
632,-24.42652,0.2598774,0.04416537
633,-24.425274,0.25527573,0.055206712
634,-24.425583,0.2533145,0.06900839
635,-24.41912,0.25370374,0.08626048
636,-24.41944,0.24785991,0.10782561
637,-24.42385,0.24740201,0.13478202
638,-24.40697,0.2566673,0.15
639,-24.411411,0.3177916,0.05296737
640,-24.420639,0.26977032,0.03541239
641,-24.415895,0.25298628,0.044265486
642,-24.418934,0.25256523,0.055331856
643,-24.412157,0.26227015,0.06916482
644,-24.430521,0.24660866,0.08645602
645,-24.419777,0.2506096,0.10807003
646,-24.411535,0.26150545,0.13508753
647,-24.42186,0.27269578,0.09214718
648,-24.421946,0.2870098,0.038978122
649,-24.41697,0.25479022,0.048722655
650,-24.424105,0.26759627,0.06090332
651,-24.41318,0.25605088,0.076129146
652,-24.42024,0.25163862,0.09516143
653,-24.414753,0.24658932,0.11895179
654,-24.4118,0.25753272,0.14868973
655,-24.418879,0.25885087,0.116407916
656,-24.412601,0.3255011,0.04336589
657,-24.424866,0.2535303,0.054207362
658,-24.424953,0.25280356,0.0677592
659,-24.415064,0.24408828,0.084699005
660,-24.426264,0.26047325,0.105873756
661,-24.417883,0.24252832,0.13234219
662,-24.413954,0.24727874,0.15
663,-24.406725,0.2740157,0.08214238
664,-24.418873,0.29128346,0.03502575
665,-24.42079,0.2721244,0.043782186
666,-24.423906,0.24869849,0.054727733
667,-24.419333,0.25359136,0.06840967
668,-24.415176,0.2439285,0.08551209
669,-24.414852,0.2434803,0.10689011
670,-24.413898,0.25334373,0.13361263
671,-24.41184,0.26369056,0.123887256
672,-24.410406,0.3239731,0.038795393
673,-24.420547,0.24537788,0.048494242
674,-24.41106,0.2560527,0.060617805
675,-24.415802,0.257087,0.075772256
676,-24.414812,0.25128028,0.09471532
677,-24.421618,0.2470346,0.11839415
678,-24.414602,0.25153106,0.14799269
679,-24.408129,0.31791916,0.047642224
680,-24.422546,0.23838153,0.038747054
681,-24.422632,0.25315416,0.048433818
682,-24.419485,0.24844684,0.06054227
683,-24.426132,0.24370989,0.07567784
684,-24.423717,0.24788669,0.0945973
685,-24.421402,0.25226697,0.11824663
686,-24.420437,0.2519472,0.14780828
687,-24.420475,0.25706744,0.109138645
688,-24.42303,0.30368993,0.039811794
689,-24.420105,0.24465108,0.04976474
690,-24.428753,0.24276908,0.062205926
691,-24.426125,0.24036786,0.0777574
692,-24.421711,0.24927612,0.09719676
693,-24.421312,0.24462034,0.12149595
694,-24.423847,0.25471327,0.15
695,-24.420341,0.30275956,0.054289754
696,-24.423069,0.27252144,0.03742798
697,-24.418093,0.25133717,0.046784975
698,-24.431639,0.25397098,0.058481216
699,-24.410921,0.25172946,0.07310152
700,-24.424564,0.24973847,0.0913769
701,-24.41545,0.24659611,0.114221126
702,-24.422304,0.25045207,0.1427764
